nurse_id,first_name,last_name,birth_date,gender,contact,position,department_id,hire_date
NUR-349987,Bethany,Alexander,1992-04-06,F,001-538-538-7560,RN,DEP-009,2024-05-21
NUR-349992,Amber,Dixon,1974-03-21,F,001-507-604-9567,Oncology Nurse,DEP-010,2010-04-26
NUR-351532,Cassandra,Saunders,1998-10-25,F,001-092-020-5679x099,Nurse Practitioner,DEP-001,2003-02-11
NUR-352602,Krista,Keller,1985-04-28,F,553.690.0300,CRNA,DEP-020,2001-03-01
NUR-352618,Courtney,Lewis,1960-12-05,F,+1-028-999-5979,Nurse Practitioner,DEP-002,2002-11-30
NUR-353542,Beverly,Lewis,1996-01-10,F,965.687.7550,Nurse Practitioner,DEP-020,2005-07-11
NUR-354326,Cynthia,Haynes,2003-11-02,F,0993114016,LPN,DEP-020,2024-03-31
NUR-354587,Brenda,Stanley,1997-12-03,F,697.956.1226,ER,DEP-001,2016-01-05
NUR-354898,Carol,Thomas,1976-08-06,NB,+1-298-783-5424x4670,Nurse Informaticist,DEP-001,2018-07-23
NUR-355359,Daniel,Walker,2002-11-19,M,001-265-994-3819,Nurse Administrator,DEP-012,2004-01-01
NUR-355410,Jessica,Frazier,2000-07-21,F,870-170-7208,Nurse Informaticist,DEP-020,2024-06-07
NUR-355785,Karen,Mitchell,1979-02-19,F,001-577-755-8132x763,Med-Surgical,DEP-002,2010-10-18
NUR-357843,Samantha,Martinez,1969-10-15,NB,4322875884,Oncology Nurse,DEP-010,2025-08-31
NUR-358411,Andrea,Bailey,1969-11-04,F,1563899185,Med-Surgical,DEP-004,2019-08-07
NUR-358514,Hannah,Bush,1982-01-05,F,(633)987-7714x3005,Med-Surgical,DEP-020,2006-08-21
NUR-358963,Anne,Williams,1989-09-02,F,677-939-2974x05293,Oncology Nurse,DEP-010,2017-01-09
NUR-359747,Ronald,Combs,1963-02-15,NB,465-037-9677x498,Nurse Practitioner,DEP-004,2023-05-28
NUR-361010,David,Ford,1992-05-19,NB,(607)275-0521,ER,DEP-001,2000-10-23
NUR-361427,Anna,Sellers,1986-09-12,F,+1-262-368-5082x6339,Nurse Practitioner,DEP-018,2005-07-09
NUR-363054,Derek,Wong,1966-02-07,M,+1-441-089-8152x7019,Nurse Administrator,DEP-015,2022-01-04
NUR-363493,Roy,Fisher,1968-10-16,NB,(086)816-8475x09117,CRNA,DEP-001,2015-08-25
NUR-364397,Sandra,Vaughn,1962-01-12,F,578-408-7756,Nurse Educator,DEP-016,2018-07-27
NUR-365142,Jessica,Jones,1982-09-19,F,7357584544,ER,DEP-001,2007-12-31
NUR-366062,Cheryl,Moore,1994-03-29,F,980.741.7329x3940,LPN,DEP-002,2005-12-05
NUR-366354,Michele,Weber,1973-05-15,F,(930)847-8519,RN,DEP-015,2014-01-26
NUR-366395,Bradley,James,1976-09-24,M,530-773-2996x003,ER,DEP-001,2023-04-15
NUR-366578,Tyler,Pacheco,1969-10-04,M,001-974-305-8665x733,ER,DEP-001,2016-09-07
NUR-369420,Tammy,Thomas,1975-01-09,F,(732)722-1355,RN,DEP-005,2016-12-06
NUR-369870,Natalie,Olsen,1975-06-04,F,511.357.9423x23972,Oncology Nurse,DEP-010,2011-06-26
NUR-369902,Rachel,Rose,1977-07-02,F,(883)713-8948,Nurse Practitioner,DEP-003,2023-02-28
NUR-370499,Lisa,Barnes,1980-03-18,F,001-734-751-9069x834,ER,DEP-001,2003-06-09
NUR-370535,Rhonda,Edwards,1970-08-04,F,(581)593-3581x9693,Nurse Educator,DEP-008,2007-08-20
NUR-370882,Taylor,Mathews,2003-12-14,F,227.039.4099,Nurse Educator,DEP-004,2005-07-26
NUR-371640,Caitlin,Kelly,1982-10-20,F,970-265-2499,CRNA,DEP-020,2020-01-27
NUR-372397,Laura,Campbell,1985-12-03,F,193.457.7028,Nurse Practitioner,DEP-003,2007-06-23
NUR-372453,Nicole,Roberts,1960-08-10,F,+1-728-282-2723x7693,Nurse Informaticist,DEP-005,2020-12-16
NUR-372564,Lisa,Sexton,1966-05-18,F,307.609.8035x302,Med-Surgical,DEP-004,2000-01-05
NUR-372646,Andrea,Estrada,1984-10-16,F,+1-623-856-2330x1859,Oncology Nurse,DEP-010,2004-09-06
NUR-373614,Maria,Wood,1962-07-31,F,+1-457-624-9795x659,Nurse Administrator,DEP-003,2014-12-20
NUR-374981,Brandy,Hawkins,1961-01-08,F,819-592-1448x42988,ER,DEP-001,2014-10-15
NUR-376412,Danielle,Grant,1964-10-28,F,+1-630-154-9381x377,Nurse Educator,DEP-014,2024-08-25
NUR-377669,Nicholas,Little,2001-10-29,M,415-815-6126x95929,Nurse Educator,DEP-006,2002-06-14
NUR-380700,Margaret,Hall,2003-03-17,F,529-176-1922x864,Nurse Practitioner,DEP-017,2019-10-02
NUR-382740,Leslie,Williams,1984-07-04,F,828.862.6529x414,RN,DEP-004,2004-01-23
NUR-383849,Tracy,Rodriguez,1987-03-11,F,+1-891-836-6231x7579,Midwife,DEP-009,2006-03-14
NUR-384799,Amber,Ruiz,1982-03-18,F,(621)530-9496x6081,LPN,DEP-018,2001-03-08
NUR-385279,Alice,Schroeder,1971-06-28,F,8461025885,Nurse Administrator,DEP-002,2025-04-21
NUR-385611,Pamela,Fleming,1972-09-29,F,336.753.9373x30568,Midwife,DEP-009,2009-10-26
NUR-386403,Cheyenne,Little,1984-12-14,F,+1-691-484-1306x9364,Nurse Educator,DEP-003,2016-11-07
NUR-386449,Janice,Lynn,1991-12-31,F,1672488263,Oncology Nurse,DEP-010,2023-01-09
NUR-386730,Jacqueline,Carr,1983-08-08,F,150.699.2456,Med-Surgical,DEP-001,2015-10-18
NUR-388500,Michelle,Martin,1991-05-01,F,(722)327-0941x502,Nurse Administrator,DEP-015,2000-08-04
NUR-392066,Holly,Duke,1994-08-29,F,(596)594-4648,Nurse Practitioner,DEP-016,2014-07-08
NUR-392201,Lisa,Frank,1978-11-08,F,001-022-783-6258x737,RN,DEP-012,2011-05-20
NUR-397457,Stephanie,Mcgee,1967-09-13,F,+1-646-155-4736,Nurse Educator,DEP-017,2008-08-16
NUR-397503,Emily,Cruz,1993-06-24,F,+1-011-990-7033x0327,Med-Surgical,DEP-002,2016-05-14
NUR-397950,Karen,Cooper,1971-04-29,F,704-396-3382x065,Oncology Nurse,DEP-010,2004-08-31
NUR-398519,Christopher,Best,1983-04-21,NB,001-403-395-2607x166,ER,DEP-001,2004-02-05
NUR-399708,Nancy,Byrd,1961-05-24,F,+1-204-353-2773x7392,ER,DEP-001,2012-03-27
NUR-400051,Stephanie,Flores,1976-04-10,F,(466)030-4635x18138,Nurse Informaticist,DEP-012,2019-01-09
NUR-400656,Megan,Farmer,1986-03-21,F,114-658-9887,CRNA,DEP-001,2005-07-04
NUR-401362,Joseph,Hamilton,2003-01-08,NB,+1-910-853-1350x2157,Midwife,DEP-009,2008-12-12
NUR-403014,Linda,Ramsey,1999-07-10,F,811.006.0459x080,Nurse Administrator,DEP-020,2019-06-21
NUR-403198,Sara,Graves,1983-03-11,F,335.601.0462,RN,DEP-005,2012-09-01
NUR-403991,Jennifer,Cunningham,1969-01-05,F,(284)099-2656x01857,Nurse Administrator,DEP-012,2021-09-15
NUR-404025,Pamela,Duarte,1984-08-24,F,251-446-2701,Oncology Nurse,DEP-010,2009-10-27
NUR-404481,Cindy,Rodriguez,1986-12-05,F,001-280-090-4619x087,Nurse Educator,DEP-001,2006-11-12
NUR-404553,Shelby,Boyd,1972-02-26,F,001-084-264-0882,ER,DEP-001,2025-02-28
NUR-405011,Lisa,Kane,1964-08-04,F,667.591.2993,LPN,DEP-009,2021-06-22
NUR-405126,Leonard,Ramsey,1996-11-01,M,230-064-4819x56842,Midwife,DEP-009,2012-06-28
NUR-405694,Miranda,Henry,1989-10-19,F,001-727-596-2998,Nurse Administrator,DEP-008,2014-06-08
NUR-406882,Madeline,Johns,1964-07-09,F,001-902-830-3040x429,LPN,DEP-017,2004-08-06
NUR-408087,Robin,Dillon,1972-05-31,F,535.304.6993x1420,CRNA,DEP-002,2017-07-11
NUR-409922,Christine,Rogers,1998-12-25,F,(085)278-6763x74315,Nurse Administrator,DEP-013,2014-04-16
NUR-410285,Maurice,Boyer,1962-01-23,M,854-038-3006x38314,Med-Surgical,DEP-004,2020-01-14
NUR-411300,Matthew,Burke,1995-02-05,M,687.174.7554x023,CRNA,DEP-020,2021-03-06
NUR-412456,Elizabeth,Collins,1962-08-11,F,069.997.4625x1683,RN,DEP-002,2017-02-27
NUR-412603,Audrey,Brown,1992-02-20,F,001-134-903-7528x813,Nurse Informaticist,DEP-007,2002-06-05
NUR-414973,Dawn,Carter,1981-03-26,F,817-978-5626,Nurse Administrator,DEP-006,2022-09-29
NUR-415925,Sandra,Hoffman,1973-05-16,F,491.566.9726,Midwife,DEP-009,2024-01-17
NUR-416112,Ariel,Jones,1971-09-22,F,(988)507-9792x80618,Nurse Administrator,DEP-013,2015-12-18
NUR-416906,Mandy,Fowler,1969-08-13,F,293-764-9808,Nurse Administrator,DEP-010,2009-04-21
NUR-420920,Luis,Watson,1976-01-05,M,285-989-4557,Nurse Practitioner,DEP-005,2013-06-30
NUR-421255,Lisa,Bautista,1962-05-29,F,(460)951-8329x2148,Oncology Nurse,DEP-010,2025-03-24
NUR-421334,Kevin,Hansen,1968-03-19,M,+1-165-290-1110x507,ER,DEP-001,2013-11-12
NUR-422564,Hannah,Hernandez,2000-11-11,F,043-875-4492x2108,ER,DEP-001,2009-09-11
NUR-423028,Kendra,Smith,1989-06-21,F,(089)118-2549,Nurse Administrator,DEP-005,2001-08-10
NUR-423975,Tammy,Gutierrez,2001-06-23,F,011-812-2259,RN,DEP-004,2019-12-08
NUR-424810,Teresa,Brennan,1996-08-01,F,786.596.5162,Nurse Administrator,DEP-009,2005-04-22
NUR-425090,Richard,Dawson,1983-09-09,NB,037.079.3781,LPN,DEP-011,2025-05-11
NUR-425625,Julia,Bradley,2000-02-29,F,482-214-2608,LPN,DEP-013,2010-05-30
NUR-426011,Jordan,Valdez,1964-01-10,M,179-538-6730x589,ER,DEP-001,2016-10-31
NUR-428116,Jennifer,Hobbs,1976-08-04,F,587-779-4087x0876,Oncology Nurse,DEP-010,2018-06-17
NUR-428550,Katie,Rowland,1994-10-04,F,(044)789-7319,Nurse Administrator,DEP-007,2015-05-23
NUR-430077,Courtney,Wagner,1979-03-25,NB,001-084-740-4933x604,RN,DEP-002,2011-03-27
NUR-432240,Jennifer,Rodriguez,1993-09-08,F,001-648-177-7101x687,Midwife,DEP-009,2026-03-11
NUR-432898,Erin,Osborne,1979-08-08,F,(635)207-3267x024,Med-Surgical,DEP-004,2023-10-18
NUR-434128,Samuel,Bond,1995-07-07,M,(798)469-5895,Oncology Nurse,DEP-010,2010-10-19
NUR-435734,Tina,Walker,1985-01-06,F,001-647-440-5605,CRNA,DEP-002,2005-01-21
NUR-435867,Mary,Livingston,2000-03-25,F,9113228888,Nurse Educator,DEP-008,2009-06-14
NUR-435965,Jennifer,Bradley,2000-01-20,F,830.898.0703,RN,DEP-002,2009-10-21
NUR-438542,Brandy,Ramsey,1993-04-13,F,(253)400-1863x99410,Nurse Informaticist,DEP-011,2018-03-04
NUR-438777,Kristy,Morgan,2000-07-06,F,+1-094-760-4585x7521,CRNA,DEP-020,2025-08-29
NUR-439181,Patricia,York,1995-07-16,F,524.063.9270,CRNA,DEP-001,2011-08-21
NUR-442391,Brian,Patterson,2001-05-15,M,001-920-498-6569x019,Nurse Practitioner,DEP-012,2024-03-29
NUR-443266,Karina,Sanchez,1960-11-07,F,+1-184-888-4920,ER,DEP-001,2001-06-14
NUR-443269,Samantha,Ortiz,1989-04-08,F,+1-073-669-9582x0561,Nurse Practitioner,DEP-014,2012-09-14
NUR-444641,Wesley,Chapman,1966-07-08,NB,519-267-0634x1573,Nurse Practitioner,DEP-014,2006-09-27
NUR-445043,Melanie,Palmer,1961-08-04,F,+1-016-796-3139x606,Midwife,DEP-009,2010-11-19
NUR-447414,Rita,Brown,1961-03-16,F,(823)569-2866x4916,Med-Surgical,DEP-002,2017-12-17
NUR-448698,Tammy,Morris,1987-06-23,F,355.584.9914x4407,RN,DEP-018,2007-08-05
NUR-449038,Donna,Cooper,1980-03-29,F,(381)529-5351,Nurse Practitioner,DEP-008,2023-08-19
NUR-450400,Cindy,Ramirez,1998-01-05,F,001-935-200-4705x483,RN,DEP-019,2020-10-07
NUR-451713,Amanda,Herring,1963-02-25,F,(150)502-7739,Nurse Practitioner,DEP-005,2014-05-14
NUR-452575,Danielle,Neal,1980-07-28,F,916-451-0200x196,Nurse Educator,DEP-020,2005-10-14
NUR-452589,Michelle,Bowen,1990-05-25,F,001-315-846-6636x414,ER,DEP-001,2026-03-25
NUR-454351,Cheryl,Jackson,1981-03-30,F,+1-110-607-6764x2411,Nurse Educator,DEP-006,2006-09-29
NUR-457574,Christina,Lucas,1970-05-08,F,865-040-7388,LPN,DEP-004,2008-01-26
NUR-458937,Angela,Clark,1993-06-14,F,(731)032-6271x985,Nurse Informaticist,DEP-013,2016-01-08
NUR-461821,Megan,Hall,1961-10-30,F,586.344.8337x14958,CRNA,DEP-002,2023-01-05
NUR-462116,Paula,Murray,1961-08-01,F,001-602-143-9160,Nurse Practitioner,DEP-013,2004-06-30
NUR-463366,Ashley,Barajas,1978-05-13,F,001-075-669-3175x241,Nurse Administrator,DEP-005,2013-03-21
NUR-463532,Annette,Perez,1968-03-23,F,(091)540-4942x738,Midwife,DEP-009,2002-01-11
NUR-463814,Karen,English,1993-12-14,F,332-708-0661,Midwife,DEP-009,2021-05-24
NUR-466263,Lisa,Coleman,1969-11-10,F,+1-455-518-4257,Oncology Nurse,DEP-010,2009-03-24
NUR-468098,Laura,Daniel,1973-05-24,F,(373)397-8700x8791,Nurse Educator,DEP-012,2000-01-11
NUR-469120,Tara,Taylor,2000-11-22,F,+1-478-183-5674,Midwife,DEP-009,2007-12-08
NUR-469670,Jill,Brown,1969-09-10,F,(116)378-5690x3557,Midwife,DEP-009,2021-03-27
NUR-469893,Emily,Reed,1975-03-21,F,(081)647-0080,RN,DEP-005,2009-10-24
NUR-470605,Jennifer,Malone,1973-12-20,F,354-295-8841x47644,LPN,DEP-010,2001-05-27
NUR-470815,Brooke,Cabrera,1996-02-19,F,632.663.9246x6791,Oncology Nurse,DEP-010,2014-01-29
NUR-471825,Sarah,Mayo,1965-04-16,F,238.779.8948,Midwife,DEP-009,2023-06-24
NUR-472868,Adam,Jackson,1982-06-03,M,+1-713-481-6576x0141,ER,DEP-001,2014-02-18
NUR-473090,Tracy,Collins,1974-09-28,F,182-392-0130x2750,RN,DEP-019,2021-02-15
NUR-474356,Paul,Ortiz,1996-09-23,M,856-268-7195,Nurse Educator,DEP-006,2012-03-11
NUR-475315,Jessica,Hess,1987-06-18,F,+1-079-408-8366x9818,Nurse Administrator,DEP-004,2003-06-23
NUR-475841,Melissa,Williams,1969-04-11,F,+1-305-627-5961,Nurse Practitioner,DEP-010,2012-12-01
NUR-477085,Kayla,Jones,1966-05-05,F,041-186-3324,Midwife,DEP-009,2005-09-14
NUR-477100,Kiara,Leonard,1988-03-30,F,+1-982-490-4480,Nurse Administrator,DEP-002,2013-11-02
NUR-477197,Whitney,Strickland,1979-06-15,F,(714)858-1679,RN,DEP-005,2023-08-15
NUR-477935,Jennifer,Monroe,1972-02-09,F,001-421-712-6209x923,LPN,DEP-012,2019-04-17
NUR-478214,Stephanie,Garza,1988-07-07,F,(060)487-2540,Oncology Nurse,DEP-010,2011-11-12
NUR-478225,Robin,Jones,1967-04-03,F,992.278.8621x70818,Midwife,DEP-009,2007-12-28
NUR-479353,Kathleen,Thompson,2002-11-08,F,+1-337-679-9845x926,RN,DEP-019,2018-12-03
NUR-479434,Jennifer,Black,1966-07-01,F,+1-654-725-0230,Midwife,DEP-009,2013-01-05
NUR-479775,Sarah,Frey,1985-05-26,F,001-408-552-6301,Oncology Nurse,DEP-010,2007-11-25
NUR-480074,Ashley,Griffith,1979-07-17,F,(119)447-2361x5219,CRNA,DEP-018,2002-05-10
NUR-480347,Karen,Burke,2004-07-11,F,+1-334-320-9901x6156,Midwife,DEP-009,2001-03-24
NUR-481757,Jillian,Glenn,1974-03-10,F,189.734.9145x4677,Midwife,DEP-009,2023-02-28
NUR-482824,Penny,Phillips,1976-06-18,F,769.495.4959,Midwife,DEP-009,2014-07-09
NUR-484834,Kelsey,Wilson,1987-01-12,F,220-714-2506x970,Nurse Educator,DEP-017,2006-08-28
NUR-485141,Cynthia,Snyder,1961-03-29,F,+1-614-671-5891x1190,Med-Surgical,DEP-001,2014-08-25
NUR-485487,Rachel,Mcconnell,1996-09-13,F,017-797-2174,CRNA,DEP-002,2012-11-22
NUR-487624,Lee,Parker,1997-07-22,M,366.995.3620x942,Med-Surgical,DEP-001,2014-06-28
NUR-492950,Amber,Smith,1968-06-14,F,001-917-827-2483x735,Med-Surgical,DEP-004,2013-03-25
NUR-493788,Nancy,Mckay,1994-11-17,F,+1-896-660-2734x804,Oncology Nurse,DEP-010,2005-09-15
NUR-497975,Michaela,Case,1986-05-20,F,001-525-717-6623x134,Nurse Informaticist,DEP-015,2024-01-02
NUR-499546,Jacqueline,Martin,1984-10-15,F,440.632.6610x538,Nurse Administrator,DEP-019,2026-01-18
NUR-500598,Chelsea,Sanchez,1968-09-24,F,(540)070-8073,Nurse Practitioner,DEP-017,2020-03-03
NUR-501115,Rebecca,Torres,1964-10-06,F,001-222-352-5766x145,ER,DEP-001,2017-04-15
NUR-501591,Brandy,Pierce,1985-03-14,F,476-548-5740x5222,CRNA,DEP-001,2001-03-24
NUR-502491,Brittany,Lucero,1975-08-02,F,2671253799,ER,DEP-001,2016-12-16
NUR-502572,Christopher,Cox,2001-03-16,M,+1-401-976-9289,ER,DEP-001,2024-06-30
NUR-503505,Sierra,Horton,1971-05-26,F,230-717-2576x008,Midwife,DEP-009,2020-01-16
NUR-504331,Ellen,Smith,1994-02-02,F,3559999604,Nurse Administrator,DEP-018,2004-11-09
NUR-505485,Maria,Brooks,1961-09-10,F,035.559.6020,Nurse Practitioner,DEP-019,2000-08-23
NUR-506582,Angela,Anderson,1981-07-24,F,(506)121-3057,Midwife,DEP-009,2007-01-07
NUR-507314,Patricia,Wilson,1974-07-26,NB,+1-525-620-4729x2482,Nurse Educator,DEP-007,2017-08-23
NUR-509550,Brittney,Foster,1994-08-17,F,538-650-6744x26842,Midwife,DEP-009,2006-05-07
NUR-509556,Jaclyn,Stevens,1966-07-07,F,(135)385-3116,Nurse Informaticist,DEP-014,2012-03-09
NUR-510483,Victoria,Lopez,1966-02-15,F,001-139-839-9290,ER,DEP-001,2020-05-09
NUR-511061,Deborah,Roy,1989-11-29,F,(800)687-7156x25304,Midwife,DEP-009,2017-01-21
NUR-511401,Elizabeth,Henry,2002-05-13,F,(738)434-8461,Midwife,DEP-009,2012-10-14
NUR-513107,Angela,Hayes,1962-11-02,F,(248)769-3034x5946,ER,DEP-001,2023-11-14
NUR-513697,Barbara,Warren,1964-01-30,F,(362)951-1526x5620,Oncology Nurse,DEP-010,2003-08-31
NUR-514615,Victoria,Gonzales,1990-03-17,F,(081)010-9453x14325,Nurse Administrator,DEP-010,2017-12-25
NUR-514868,Jacqueline,Santos,1991-08-21,F,814.612.6927x299,ER,DEP-001,2024-01-16
NUR-517701,Nancy,Jones,1972-10-21,F,639.555.3313,Nurse Informaticist,DEP-004,2015-04-09
NUR-520463,Stacey,Vasquez,1960-12-16,F,001-465-963-2683,Med-Surgical,DEP-020,2009-02-20
NUR-521012,Audrey,Davis,1984-08-28,F,840.728.9542,RN,DEP-006,2006-10-16
NUR-521206,Sharon,Johnson,1982-04-05,F,(447)286-4779,ER,DEP-001,2013-12-26
NUR-521651,Alison,Pollard,1985-10-02,F,+1-865-160-1131x138,Nurse Administrator,DEP-008,2012-07-18
NUR-523225,Tara,Davis,1960-10-19,F,(923)627-1507,Nurse Informaticist,DEP-016,2023-01-28
NUR-523745,Damon,Rogers,1997-02-27,M,001-405-128-5110,LPN,DEP-009,2012-06-20
NUR-524366,Joan,Melton,1991-01-28,F,(018)395-8877x8467,ER,DEP-001,2012-09-30
NUR-528557,Rebecca,Burns,1993-11-29,F,842-374-1388,Nurse Administrator,DEP-013,2020-04-17
NUR-532022,Paul,Watson,1985-05-25,M,740.891.6918x569,Midwife,DEP-009,2010-03-29
NUR-532412,Veronica,Moore,1999-06-19,F,+1-007-348-3950x9400,ER,DEP-001,2001-08-14
NUR-534922,Sean,Johnson,1979-06-17,M,(656)174-5373,Nurse Educator,DEP-008,2020-05-30
NUR-535553,Teresa,Gonzalez,1980-06-23,F,945-017-4912x366,Oncology Nurse,DEP-010,2012-05-02
NUR-538782,Autumn,Rivas,1981-03-04,F,(475)981-9387x96820,Oncology Nurse,DEP-010,2008-11-27
NUR-538830,Michele,Watts,2002-05-11,F,994.652.3203,Nurse Informaticist,DEP-002,2010-01-25
NUR-539494,Casey,Morales,1975-04-18,F,015.348.4742x2902,Nurse Administrator,DEP-004,2002-09-28
NUR-539595,Heather,Nichols,1992-10-12,F,+1-837-128-9919x881,Nurse Educator,DEP-020,2008-06-04
NUR-540237,Laura,Booker,1993-06-17,F,820-328-8799x7538,Nurse Informaticist,DEP-008,2025-12-02
NUR-540262,Nicole,Taylor,1987-03-08,F,(719)548-1504,Oncology Nurse,DEP-010,2025-10-20
NUR-542193,Christine,Cantu,1988-08-09,F,795.121.0123,Nurse Administrator,DEP-009,2009-02-23
NUR-542447,Tyler,Gibson,1976-04-09,M,(943)031-9456x035,RN,DEP-008,2009-03-01
NUR-542975,Rhonda,Brock,1969-07-09,F,(608)739-0763,RN,DEP-016,2003-06-04
NUR-545168,Laura,Thompson,1989-01-11,F,+1-549-489-7178x9888,Midwife,DEP-009,2022-03-21
NUR-548445,Lori,Dickson,1979-07-28,F,3702558309,Nurse Practitioner,DEP-019,2024-12-17
NUR-548833,Elizabeth,Williamson,1990-02-22,F,001-373-215-6427x086,RN,DEP-016,2008-02-21
NUR-549485,Lauren,Williams,1965-03-25,F,+1-820-519-2294x3028,ER,DEP-001,2000-02-16
NUR-549510,Alyssa,Jackson,1969-08-02,F,015.631.5308x406,Midwife,DEP-009,2010-12-25
NUR-554991,Jason,Phillips,1986-03-15,M,001-340-010-7804,Nurse Informaticist,DEP-005,2010-12-08
NUR-556325,Mary,Davidson,1972-10-25,F,661.831.6011,LPN,DEP-020,2010-07-12
NUR-557092,Amy,Herrera,1971-01-10,F,510.687.5597x42989,Nurse Administrator,DEP-014,2021-10-23
NUR-558296,Sara,Barajas,1994-02-01,F,001-180-956-6450x861,LPN,DEP-006,2003-04-11
NUR-558914,Allison,Rodriguez,2002-03-22,F,001-832-313-3948x628,CRNA,DEP-020,2021-09-06
NUR-560615,Karla,Montoya,1972-06-28,F,001-126-049-4945x903,Med-Surgical,DEP-001,2014-11-11
NUR-561064,Patricia,Davenport,1984-05-16,F,+1-454-311-6056x813,RN,DEP-018,2020-07-27
NUR-561315,Ashley,Graham,1991-06-21,F,(393)874-9139,ER,DEP-001,2002-05-20
NUR-562685,Morgan,Rogers,1971-11-26,F,001-367-862-5865x707,Med-Surgical,DEP-002,2023-07-10
NUR-564040,Linda,Walsh,1969-09-23,F,(627)181-1863x218,LPN,DEP-018,2008-11-27
NUR-567250,Tammy,Hill,1994-07-28,F,742.658.7438x780,LPN,DEP-005,2016-05-20
NUR-568489,Barbara,Campbell,1986-12-08,F,2964902351,CRNA,DEP-018,2004-09-17
NUR-570481,Ashley,Harrell,1966-08-19,F,(439)181-6302x015,CRNA,DEP-020,2005-01-31
NUR-571961,Sherri,Boone,1976-01-01,F,(123)715-0964x50077,RN,DEP-001,2025-07-13
NUR-572020,Erin,Pearson,1986-07-03,F,459-027-1412x4490,Nurse Administrator,DEP-006,2000-06-23
NUR-572092,Jessica,Torres,1991-10-28,F,+1-286-773-3417x4178,Nurse Informaticist,DEP-009,2018-06-22
NUR-572836,Brittany,Wagner,2004-05-03,NB,(941)589-1260,CRNA,DEP-001,2025-12-03
NUR-573357,Kenneth,Clarke,1992-03-18,M,001-545-806-5255x028,Midwife,DEP-009,2014-06-19
NUR-573563,Nicole,Cruz,1969-12-15,F,001-985-216-8647,Nurse Educator,DEP-016,2011-10-19
NUR-574003,Tammy,Mitchell,1978-11-24,F,664-996-4668x74925,Midwife,DEP-009,2008-09-18
NUR-574121,Timothy,Gonzalez,1999-01-03,M,001-600-329-9240x341,Nurse Practitioner,DEP-005,2011-09-04
NUR-576156,Jasmine,Ross,1999-06-18,F,(892)298-0176,Med-Surgical,DEP-004,2003-04-10
NUR-577565,Isabel,Martinez,1977-08-30,F,001-008-326-8045x340,CRNA,DEP-018,2002-06-03
NUR-580611,Kelsey,Barnes,1970-04-02,F,(705)296-4732x6544,Midwife,DEP-009,2023-07-11
NUR-580859,Vickie,Rice,1967-12-16,F,(150)947-5485x34577,Oncology Nurse,DEP-010,2007-12-21
NUR-581002,Samantha,Carson,1961-05-01,F,+1-413-091-1752x0925,Nurse Informaticist,DEP-014,2010-04-22
NUR-582427,Maurice,Sherman,1974-06-25,NB,991-754-2350x65751,Nurse Educator,DEP-002,2023-12-06
NUR-582812,Karen,Mullins,1966-06-11,F,408-475-5611,Midwife,DEP-009,2010-06-08
NUR-586129,Amber,Williams,1981-01-05,F,(056)320-8140x384,Oncology Nurse,DEP-010,2018-09-03
NUR-586508,Lauren,Carroll,1997-11-24,F,(159)878-8638,Oncology Nurse,DEP-010,2008-12-08
NUR-586612,Melanie,Goodwin,1995-04-07,F,945.677.6547x2105,Nurse Administrator,DEP-012,2000-09-22
NUR-587374,Ashley,Stewart,1978-10-10,F,(492)986-5168,Oncology Nurse,DEP-010,2024-04-14
NUR-587684,Natalie,Perez,1978-02-28,F,8388873243,Nurse Practitioner,DEP-016,2011-05-16
NUR-588050,Katrina,Sanchez,1982-03-08,F,698.414.8390x95341,Nurse Practitioner,DEP-018,2006-12-15
NUR-590279,Amber,Roberson,1970-03-15,F,+1-336-483-7578x924,Nurse Educator,DEP-007,2011-03-21
NUR-590698,Kristen,Gray,1967-05-03,F,001-954-258-8706,Midwife,DEP-009,2013-12-07
NUR-591469,Alyssa,Alvarado,1998-03-15,F,+1-022-828-3230,LPN,DEP-011,2004-09-09
NUR-591991,Jenna,Bailey,1987-01-05,F,+1-218-240-8091,Nurse Administrator,DEP-012,2010-12-15
NUR-593378,Robert,Sanchez,1962-05-18,M,+1-087-675-1118x395,LPN,DEP-020,2024-05-21
NUR-596078,Vanessa,Soto,1986-11-26,F,576.398.1608,Nurse Practitioner,DEP-018,2020-02-25
NUR-596144,Crystal,Williams,2002-05-12,NB,001-561-4652x206,RN,DEP-016,2020-06-15
NUR-597244,Chelsea,Chapman,1978-03-10,F,001-376-026-5676x875,ER,DEP-001,2013-03-25
NUR-598223,Juan,Nicholson,1970-07-25,M,+1-967-874-8916x8799,Nurse Educator,DEP-013,2012-10-13
NUR-598524,Ann,Fischer,1991-02-28,F,9507493690,Oncology Nurse,DEP-010,2009-02-17
NUR-602076,Emily,Graves,1980-12-12,F,(894)747-5393x017,Nurse Informaticist,DEP-005,2005-07-24
NUR-602795,Robin,Johnson,1961-11-07,F,(002)101-2751,Med-Surgical,DEP-004,2009-09-11
NUR-602916,Brianna,Norman,1968-10-21,F,(967)931-3109x20964,ER,DEP-001,2021-09-20
NUR-603037,Carol,Fuller,1969-08-28,F,+1-623-641-7077x396,Nurse Practitioner,DEP-012,2008-05-14
NUR-604644,Melissa,Perez,1978-09-16,F,525-662-0526,RN,DEP-008,2018-03-24
NUR-606100,Colleen,Gomez,1975-02-09,F,823.348.9709x186,Med-Surgical,DEP-002,2012-08-10
