doctor_id,first_name,last_name,birth_date,gender,contact,specialty,department_id,hire_date
DOC-733162,Justin,Castillo,1997-04-16,M,107-245-9696x05934,Neonatologist,DEP-002,2025-05-15
DOC-734185,Jeffery,Baker,1991-06-11,M,+1-752-804-9785x9139,Hospitalist,DEP-001,2012-03-06
DOC-735803,Vincent,Parker,1981-02-05,M,(091)847-9008x485,Perinatologist,DEP-009,2002-09-27
DOC-736783,Terry,Morris,1972-12-19,M,149.259.2994x805,Immunologist,DEP-002,2005-07-08
DOC-737215,Christina,Garcia,1965-05-06,NB,+1-084-611-1513x498,Colorectal Surgeon,DEP-004,2023-01-16
DOC-742256,Anthony,Giles,1969-02-12,M,001-018-529-1536x487,Ophthalmologist,DEP-020,2016-12-10
DOC-754432,Amy,Carrillo,1973-10-01,F,001-040-291-6944x200,Gastroenterologist,DEP-011,2007-05-29
DOC-756367,Cynthia,Flynn,1969-03-17,F,(646)286-4049x4672,Obstetrician,DEP-002,2012-08-31
DOC-758506,Paul,Mcdaniel,1975-08-15,M,(714)797-2551,General Surgeon,DEP-004,2012-01-31
DOC-763697,Sharon,Walters,1969-05-22,F,(123)141-8651x970,Gynecologist,DEP-009,2012-10-27
DOC-771413,Alex,Henderson,1975-05-26,M,+1-533-963-7621x0707,Anesthesiologist,DEP-018,2004-11-02
DOC-772494,Curtis,Green,1997-03-10,M,(156)846-9015x6349,Neurologist,DEP-015,2020-08-29
DOC-774501,Jordan,Blair,1957-11-17,F,485-018-7672,Ophthalmologist,DEP-015,2003-09-15
DOC-776748,Doris,Hall,1983-09-07,F,(704)989-2937,Pulmonologist,DEP-001,2016-06-01
DOC-779262,Pamela,Murphy,1986-03-24,F,(067)703-2765x973,General Surgeon,DEP-004,2024-10-06
DOC-779688,Kathleen,Mason,1970-01-28,F,001-252-814-2943x849,Neonatologist,DEP-002,2002-11-18
DOC-779773,Robert,Holmes,1971-11-20,M,001-023-410-8873,Intensivist,DEP-001,2010-08-07
DOC-780825,James,Howard,1971-09-08,M,849.817.1881,Otolaryngologist,DEP-020,2016-08-08
DOC-783772,Virginia,Cruz,1990-10-25,F,(119)699-1258,Radiologist,DEP-012,2016-02-27
DOC-787982,Amanda,Stone,1958-02-12,F,+1-229-937-1538x9911,Neurosurgeon,DEP-002,2009-03-02
DOC-788079,Gary,Curtis,1986-10-21,M,001-776-494-7229,Urologist,DEP-020,2025-10-18
DOC-788784,David,Henderson,1984-07-03,M,410.126.9842x33123,Gynecologist,DEP-002,2000-04-06
DOC-796014,Susan,Smith,1986-12-26,F,(280)078-4692,Rheumatologist,DEP-015,2011-04-26
DOC-796181,Michael,Williams,1993-01-12,M,649.863.6370x779,Cardiothoracic Surgeon,DEP-020,2005-03-27
DOC-798125,Jeffrey,Harris,1983-03-03,M,729-448-8662,Cardiothoracic Surgeon,DEP-003,2009-10-08
DOC-799041,Peter,Martin,1989-10-06,M,001-412-328-5321x957,Pulmonologist,DEP-005,2000-02-06
DOC-800951,Brent,Mendez,1962-10-05,M,322-627-7236,Pathologist,DEP-005,2021-03-27
DOC-803312,Peter,Waters,1977-07-21,M,001-280-764-4409,Colorectal Surgeon,DEP-020,2021-04-25
DOC-804302,Erin,Watson,1993-05-29,F,3033191482,Gynecologist,DEP-020,2017-10-30
DOC-804750,Lance,Robbins,1990-07-02,M,796-985-9838,Pulmonologist,DEP-002,2013-01-19
DOC-810018,Paul,Mueller,1997-04-29,M,734-965-5620,Cardiologist,DEP-002,2024-12-10
DOC-816832,Adam,Rangel,1970-01-17,M,+1-533-312-3759x6110,Perinatologist,DEP-002,2017-06-06
DOC-816952,John,Benitez,1997-08-07,M,181.506.1204x55864,Pathologist,DEP-005,2015-05-22
DOC-818306,William,Garza,1970-12-28,M,2601484945,General Surgeon,DEP-002,2010-02-04
DOC-818337,Rodney,Hudson,1976-04-13,M,001-236-896-3037x396,Otolaryngologist,DEP-008,2019-12-19
DOC-821636,Julie,Harris,1995-09-24,F,053-458-1095x40761,Ophthalmologist,DEP-002,2012-02-27
DOC-825513,Barry,Henry,1972-12-05,M,947.144.1319,Immunologist,DEP-008,2005-04-07
DOC-826267,William,Coleman,1991-10-28,M,001-930-174-1422x123,Gynecologist,DEP-020,2009-06-02
DOC-830733,Jennifer,Patterson,1965-01-13,F,001-889-080-8398,Gastroenterologist,DEP-015,2021-10-06
DOC-831162,Daniel,Rosales,1963-04-07,M,(061)011-0628x54984,Emergency Medicine,DEP-005,2013-06-11
DOC-834676,Randy,Sanchez,1992-08-15,M,001-671-399-4166x982,Cardiothoracic Surgeon,DEP-002,2017-03-15
DOC-836336,Kimberly,Melton,1992-01-18,F,120-243-8508x923,Pediatrician,DEP-005,2014-12-17
DOC-837811,Sonya,Ramirez,1997-01-09,F,(181)943-2321x905,Orthopedic Surgeon,DEP-002,2013-05-20
DOC-837909,James,Ortiz,1997-11-29,M,192-712-2653x4053,Internist,DEP-020,2023-06-12
DOC-844815,Nicholas,Eaton,1976-08-06,M,+1-492-131-5289x766,Anesthesiologist,DEP-002,2001-09-20
DOC-846747,Brad,Hill,1964-06-06,M,630.561.0292x72689,Ophthalmologist,DEP-020,2009-05-29
DOC-847830,Michael,Hernandez,1970-03-17,M,001-702-418-0550x181,Gastroenterologist,DEP-015,2007-11-30
DOC-847971,Shannon,Mcfarland,1997-01-03,F,+1-438-721-3454x9980,Neurosurgeon,DEP-006,2001-07-16
DOC-853343,John,Walters,1980-01-03,M,+1-829-826-9814,General Surgeon,DEP-004,2000-02-28
DOC-853725,Matthew,Dennis,1960-04-28,M,+1-733-918-3692x3666,Hematologist,DEP-020,2007-10-15
DOC-854036,Eric,Robinson,1994-08-31,M,001-418-630-7301x353,Neonatologist,DEP-002,2011-02-04
DOC-855643,Jason,Martinez,1964-05-13,M,838.624.5982x623,Neurologist,DEP-015,2016-10-14
DOC-858091,Kim,Davies,1989-08-07,F,001-243-188-0140,Anesthesiologist,DEP-018,2005-07-06
DOC-862248,Rodney,Romero,1970-07-08,M,986.726.1031x565,Urologist,DEP-020,2022-05-03
DOC-862765,Victor,Leach,1956-11-15,M,671.625.6818x892,Neurologist,DEP-015,2020-06-05
DOC-869621,Cindy,Smith,1983-05-10,F,+1-534-664-3423x6599,General Surgeon,DEP-002,2017-03-24
DOC-876634,Sarah,Snyder,1960-03-04,F,585-775-7592x73518,Intensivist,DEP-005,2017-01-24
DOC-877550,Stephen,Anderson,1980-12-21,M,5337599035,Gynecologist,DEP-020,2001-10-31
DOC-878392,Tracey,Lopez,1980-10-18,F,001-484-575-2934x287,Pediatrician,DEP-020,2017-11-02
DOC-878855,Laura,White,1964-06-22,F,042-377-6156,Oncologist,DEP-002,2003-12-27
DOC-880516,Scott,Torres,1962-04-17,M,544-010-4546x01108,Immunologist,DEP-008,2009-01-12
DOC-881019,Melissa,Gilmore,1992-10-19,F,+1-447-661-5795x667,General Surgeon,DEP-020,2021-03-05
DOC-890460,Robert,Chavez,1962-10-31,M,001-852-644-7523,Emergency Medicine,DEP-001,2006-05-07
DOC-891386,Steven,Hall,1957-06-19,M,(255)921-5315,Internist,DEP-020,2016-11-23
DOC-894559,Crystal,Floyd,1988-08-26,F,879-569-8898x35879,Obstetrician,DEP-002,2000-10-16
DOC-895375,Lisa,Owens,1986-04-26,F,147.937.4658x5129,Endocrinologist,DEP-020,2007-02-21
DOC-895405,David,Ramirez,1957-04-04,M,(444)814-6141,Urologist,DEP-020,2019-11-27
DOC-901267,Laurie,Hunter,1986-02-06,F,001-062-148-3899x192,Anesthesiologist,DEP-018,2014-08-03
DOC-901429,Andrea,Cooper,1987-03-16,F,909-280-8193,Gastroenterologist,DEP-002,2012-10-19
DOC-903988,Linda,Montes,1974-12-14,F,001-576-484-1351x053,Urologist,DEP-015,2019-12-06
DOC-904526,Randy,Hill,1958-02-27,M,637.252.6117,Emergency Medicine,DEP-005,2023-04-30
DOC-907242,Michael,Anderson,1959-11-17,M,565.470.2392x335,Urologist,DEP-014,2009-10-20
DOC-913894,Maria,Williams,1998-03-10,F,001-483-208-9096x609,Gastroenterologist,DEP-002,2002-01-26
DOC-918953,Robert,Bennett,1974-05-15,M,331-580-4411x679,Perinatologist,DEP-008,2013-03-07
DOC-920819,Scott,Simpson,1984-04-16,M,652.927.4794x362,Pediatrician,DEP-008,2022-09-14
DOC-922780,Kathleen,Ramsey,1963-03-04,F,001-502-915-5071,Hematologist,DEP-002,2023-11-07
DOC-923881,Mark,Fields,1975-12-30,M,+1-231-054-2400x910,Psychiatrist,DEP-013,2014-05-07
DOC-930520,Cheryl,Huynh,1973-02-23,F,(675)404-6621,Vascular Surgeon,DEP-020,2011-12-03
DOC-931810,Calvin,Frank,1960-04-18,M,(004)496-9537,Hospitalist,DEP-020,2014-06-05
DOC-935545,Shari,Merritt,1969-03-10,F,001-667-774-2071x805,Colorectal Surgeon,DEP-004,2005-05-20
DOC-943691,Kimberly,Smith,1975-06-25,F,(917)229-4761x16156,Cardiothoracic Surgeon,DEP-002,2006-11-19
DOC-946443,Steven,Lopez,1964-05-07,M,(950)484-4792x11216,Rheumatologist,DEP-015,2003-07-24
DOC-951576,Jennifer,Williams,1970-07-01,F,001-465-701-5188x954,Orthopedic Surgeon,DEP-007,2002-12-17
DOC-954305,Emily,Hart,1990-05-04,F,624-759-3946,Perinatologist,DEP-020,2011-04-20
DOC-954935,Tammie,Williamson,1993-11-09,F,340.475.3597,Pathologist,DEP-019,2009-03-26
DOC-957227,Steven,Chapman,1987-05-31,M,0181020270,Neurologist,DEP-006,2022-01-21
DOC-960974,Jennifer,Taylor,1973-09-28,F,(983)134-0275,Trauma Surgeon,DEP-001,2017-09-24
DOC-961171,Michelle,Mitchell,1974-03-28,F,881-007-0783x59657,Hematologist,DEP-016,2000-03-25
DOC-966258,Julia,Thompson,1985-12-02,F,001-950-277-8131x845,Colorectal Surgeon,DEP-020,2015-09-30
DOC-969536,Brian,Martinez,1983-10-20,M,381.098.1238x381,Intensivist,DEP-015,2015-11-17
DOC-974799,Catherine,Gonzalez,1989-11-02,F,001-037-634-2782,Endocrinologist,DEP-002,2016-09-26
DOC-977718,Austin,Novak,1998-04-03,M,+1-652-382-3734x983,Internist,DEP-005,2019-01-07
DOC-979173,Meredith,Reed,1955-10-17,F,001-176-346-5425x035,Anesthesiologist,DEP-001,2018-10-04
DOC-980294,Christopher,Johnson,1958-01-05,M,217-971-5178,Vascular Surgeon,DEP-003,2014-12-12
DOC-983021,Maxwell,Wolf,1963-05-17,M,+1-266-284-3776x8813,Internist,DEP-015,2014-07-28
DOC-986893,Yvonne,Chang,1962-12-03,F,668.410.9642x816,Neurosurgeon,DEP-006,2012-09-17
DOC-991422,Neil,George,1989-02-20,M,177.770.5063x66411,Hospitalist,DEP-005,2016-12-25
DOC-994199,Samuel,Sherman,1958-11-23,M,777.636.3527,Radiologist,DEP-001,2008-02-08
DOC-996986,Sabrina,Park,1998-08-03,F,(757)959-3032,Vascular Surgeon,DEP-020,2005-07-09
DOC-998135,John,Hernandez,1972-07-09,M,146-485-2163,Neurosurgeon,DEP-002,2020-06-06
